Price,Adj Close,Close,High,Low,Open,Volume
Ticker,DGHI,DGHI,DGHI,DGHI,DGHI,DGHI
Date,,,,,,
2024-05-28,1.340000033378601,1.340000033378601,1.3600000143051147,1.2799999713897705,1.2799999713897705,38700
2024-05-29,1.3300000429153442,1.3300000429153442,1.350000023841858,1.2799999713897705,1.2899999618530273,47800
2024-05-30,1.2699999809265137,1.2699999809265137,1.3200000524520874,1.2599999904632568,1.3200000524520874,28100
2024-05-31,1.3200000524520874,1.3200000524520874,1.3300000429153442,1.25,1.25,27300
2024-06-03,1.2400000095367432,1.2400000095367432,1.340000033378601,1.2400000095367432,1.2999999523162842,64000
2024-06-04,1.309999942779541,1.309999942779541,1.3140000104904175,1.2300000190734863,1.2799999713897705,75700
2024-06-05,1.2999999523162842,1.2999999523162842,1.350000023841858,1.2400000095367432,1.350000023841858,32600
2024-06-06,1.3300000429153442,1.3300000429153442,1.399999976158142,1.2599999904632568,1.2999999523162842,91600
2024-06-07,1.3300000429153442,1.3300000429153442,1.36899995803833,1.2699999809265137,1.3200000524520874,41100
2024-06-10,1.3200000524520874,1.3200000524520874,1.3200000524520874,1.2699999809265137,1.2799999713897705,30100
2024-06-11,1.3200000524520874,1.3200000524520874,1.3849999904632568,1.2899999618530273,1.340000033378601,159500
2024-06-12,1.3899999856948853,1.3899999856948853,1.5099999904632568,1.3200000524520874,1.3200000524520874,138500
2024-06-13,1.4299999475479126,1.4299999475479126,1.4800000190734863,1.3600000143051147,1.4500000476837158,113500
2024-06-14,1.3300000429153442,1.3300000429153442,1.600000023841858,1.3300000429153442,1.4199999570846558,81700
2024-06-17,1.4800000190734863,1.4800000190734863,1.4800000190734863,1.3200000524520874,1.3200000524520874,173100
2024-06-18,1.409999966621399,1.409999966621399,1.4900000095367432,1.399999976158142,1.4500000476837158,73000
2024-06-20,1.409999966621399,1.409999966621399,1.4500000476837158,1.3700000047683716,1.4500000476837158,120000
2024-06-21,1.340000033378601,1.340000033378601,1.3949999809265137,1.3200000524520874,1.3899999856948853,63200
2024-06-24,1.2599999904632568,1.2599999904632568,1.3700000047683716,1.2400000095367432,1.3300000429153442,82200
2024-06-25,1.3300000429153442,1.3300000429153442,1.3799999952316284,1.2599999904632568,1.2599999904632568,53800
2024-06-26,1.2899999618530273,1.2899999618530273,1.3799999952316284,1.2699999809265137,1.3200000524520874,105000
2024-06-27,1.440000057220459,1.440000057220459,1.4600000381469727,1.2699999809265137,1.2999999523162842,141300
2024-06-28,1.2799999713897705,1.2799999713897705,1.4900000095367432,1.2799999713897705,1.4900000095367432,209300
2024-07-01,1.350000023841858,1.350000023841858,1.399999976158142,1.2799999713897705,1.2799999713897705,59700
2024-07-02,1.3899999856948853,1.3899999856948853,1.4730000495910645,1.2899999618530273,1.3799999952316284,191300
