Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ADUR,ADUR,ADUR,ADUR,ADUR,ADUR
Date,,,,,,
2024-08-15,1.3700000047683716,1.3700000047683716,1.409999966621399,1.3389999866485596,1.409999966621399,100200
2024-08-16,1.409999966621399,1.409999966621399,1.4550000429153442,1.3880000114440918,1.3949999809265137,134500
2024-08-19,1.4199999570846558,1.4199999570846558,1.4800000190734863,1.3980000019073486,1.4800000190734863,104700
2024-08-20,4.699999809265137,4.699999809265137,4.920000076293945,4.60099983215332,4.920000076293945,10900
2024-08-21,5.21999979019165,5.21999979019165,5.21999979019165,4.760000228881836,4.760000228881836,35700
2024-08-22,4.949999809265137,4.949999809265137,5.25,4.940999984741211,5.1539998054504395,115500
2024-08-23,5.039999961853027,5.039999961853027,5.139999866485596,4.943999767303467,4.945000171661377,13100
2024-08-26,5.019999980926514,5.019999980926514,5.053999900817871,4.99399995803833,5.050000190734863,19800
2024-08-27,4.949999809265137,4.949999809265137,5.050000190734863,4.949999809265137,5.050000190734863,10300
2024-08-28,4.814000129699707,4.814000129699707,4.980000019073486,4.789999961853027,4.980000019073486,14100
2024-08-29,4.51800012588501,4.51800012588501,4.8420000076293945,3.9000000953674316,4.8420000076293945,181600
2024-08-30,4.599999904632568,4.599999904632568,4.633999824523926,4.5,4.53000020980835,15700
2024-09-03,4.210000038146973,4.210000038146973,4.570000171661377,4.182000160217285,4.53000020980835,37900
2024-09-04,4.343999862670898,4.343999862670898,4.400000095367432,4.21999979019165,4.21999979019165,14600
2024-09-05,4.373000144958496,4.373000144958496,4.400000095367432,4.298999786376953,4.400000095367432,5000
2024-09-06,4.340000152587891,4.340000152587891,4.380000114440918,4.2829999923706055,4.380000114440918,10700
2024-09-09,4.208000183105469,4.208000183105469,4.349999904632568,4.206999778747559,4.349999904632568,11200
2024-09-10,4.150000095367432,4.150000095367432,4.190000057220459,4.050000190734863,4.190000057220459,13500
2024-09-11,4.170000076293945,4.170000076293945,4.184999942779541,4.139999866485596,4.179999828338623,18000
2024-09-12,4.2220001220703125,4.2220001220703125,4.255000114440918,4.179999828338623,4.2230000495910645,11100
2024-09-13,4.289999961853027,4.289999961853027,4.35699987411499,4.23799991607666,4.340000152587891,30800
2024-09-16,4.464000225067139,4.464000225067139,4.599999904632568,4.389999866485596,4.599999904632568,65500
2024-09-17,4.539999961853027,4.539999961853027,4.559999942779541,4.429999828338623,4.460000038146973,27300
2024-09-18,4.5,4.5,4.539999961853027,4.5,4.539999961853027,30200
2024-09-19,4.590000152587891,4.590000152587891,4.590000152587891,4.460000038146973,4.5,23700
2024-09-20,4.690000057220459,4.690000057220459,4.880000114440918,4.690000057220459,4.739999771118164,49100
2024-09-23,4.820000171661377,4.820000171661377,4.880000114440918,4.75,4.880000114440918,33000
2024-09-24,4.840000152587891,4.840000152587891,4.886000156402588,4.78000020980835,4.800000190734863,32400
2024-09-25,4.760000228881836,4.760000228881836,4.918000221252441,4.710000038146973,4.889999866485596,24100
2024-09-26,4.745999813079834,4.745999813079834,4.760000228881836,4.704999923706055,4.760000228881836,5900
2024-09-27,4.71999979019165,4.71999979019165,4.739999771118164,4.579999923706055,4.732999801635742,15200
2024-09-30,4.580999851226807,4.580999851226807,4.695000171661377,4.579999923706055,4.695000171661377,7700
2024-10-01,4.389999866485596,4.389999866485596,4.559999942779541,4.090000152587891,4.559999942779541,22900
2024-10-02,4.289999961853027,4.289999961853027,4.339000225067139,4.239999771118164,4.300000190734863,6800
2024-10-03,4.400000095367432,4.400000095367432,4.440000057220459,4.199999809265137,4.360000133514404,14300
2024-10-04,4.46999979019165,4.46999979019165,4.46999979019165,4.38100004196167,4.420000076293945,9100
2024-10-07,4.3429999351501465,4.3429999351501465,4.377999782562256,4.099999904632568,4.099999904632568,21700
2024-10-08,4.326000213623047,4.326000213623047,4.340000152587891,4.257999897003174,4.329999923706055,8000
2024-10-09,4.409999847412109,4.409999847412109,4.480000019073486,4.215000152587891,4.295000076293945,12700
2024-10-10,4.360000133514404,4.360000133514404,4.385000228881836,4.260000228881836,4.38100004196167,19300
2024-10-11,4.309999942779541,4.309999942779541,4.383999824523926,4.251999855041504,4.355000019073486,26400
2024-10-14,4.46999979019165,4.46999979019165,4.730000019073486,4.269999980926514,4.5,14700
2024-10-15,4.519999980926514,4.519999980926514,4.519999980926514,4.3470001220703125,4.3470001220703125,22500
2024-10-16,4.590000152587891,4.590000152587891,4.739999771118164,4.5,4.506999969482422,36400
2024-10-17,4.579999923706055,4.579999923706055,4.5980000495910645,4.5269999504089355,4.5960001945495605,14100
2024-10-18,4.695000171661377,4.695000171661377,4.78000020980835,4.599999904632568,4.599999904632568,13500
2024-10-21,4.7789998054504395,4.7789998054504395,4.7789998054504395,4.650000095367432,4.705999851226807,15200
2024-10-22,4.7729997634887695,4.7729997634887695,5.0,4.715000152587891,5.0,5200
2024-10-23,4.71999979019165,4.71999979019165,4.880000114440918,4.639999866485596,4.760000228881836,25700
2024-10-24,4.823999881744385,4.823999881744385,4.823999881744385,4.695000171661377,4.730000019073486,14100
2024-10-25,4.75,4.75,4.880000114440918,4.429999828338623,4.880000114440918,43600
2024-10-28,4.800000190734863,4.800000190734863,4.880000114440918,4.75,4.880000114440918,20800
2024-10-29,4.735000133514404,4.735000133514404,5.0,4.71999979019165,5.0,21600
2024-10-30,4.697000026702881,4.697000026702881,5.0,4.677999973297119,5.0,14700
2024-10-31,4.485000133514404,4.485000133514404,4.639999866485596,4.440000057220459,4.590000152587891,66200
2024-11-01,4.552000045776367,4.552000045776367,4.789999961853027,4.449999809265137,4.789999961853027,22600
2024-11-04,4.510000228881836,4.510000228881836,4.610000133514404,4.460000038146973,4.550000190734863,19400
2024-11-05,4.489999771118164,4.489999771118164,4.585000038146973,4.489999771118164,4.510000228881836,11400
