Price,Adj Close,Close,High,Low,Open,Volume
Ticker,APLT,APLT,APLT,APLT,APLT,APLT
Date,,,,,,
2024-05-28,4.150000095367432,4.150000095367432,4.409999847412109,4.099999904632568,4.099999904632568,690900
2024-05-29,4.170000076293945,4.170000076293945,4.28000020980835,4.099999904632568,4.150000095367432,675900
2024-05-30,4.400000095367432,4.400000095367432,4.480000019073486,4.0980000495910645,4.210000038146973,637000
2024-05-31,4.28000020980835,4.28000020980835,4.474999904632568,4.260000228881836,4.400000095367432,792000
2024-06-03,4.28000020980835,4.28000020980835,4.730000019073486,4.25,4.340000152587891,642300
2024-06-04,4.21999979019165,4.21999979019165,4.454999923706055,4.119999885559082,4.25,737000
2024-06-05,4.414999961853027,4.414999961853027,4.420000076293945,4.085000038146973,4.25,934800
2024-06-06,4.5,4.5,4.550000190734863,4.300000190734863,4.400000095367432,574700
2024-06-07,4.670000076293945,4.670000076293945,4.848999977111816,4.440000057220459,4.5,735700
2024-06-10,5.110000133514404,5.110000133514404,5.380000114440918,4.619999885559082,4.75,2207200
2024-06-11,5.070000171661377,5.070000171661377,5.289999961853027,4.940000057220459,5.130000114440918,1064100
2024-06-12,5.269999980926514,5.269999980926514,5.380000114440918,5.03000020980835,5.230000019073486,888300
2024-06-13,5.260000228881836,5.260000228881836,5.510000228881836,5.199999809265137,5.349999904632568,1117400
2024-06-14,5.050000190734863,5.050000190734863,5.28000020980835,4.929999828338623,5.230000019073486,672400
2024-06-17,4.829999923706055,4.829999923706055,5.159999847412109,4.760000228881836,5.010000228881836,579200
2024-06-18,4.5,4.5,4.840000152587891,4.434999942779541,4.840000152587891,900800
2024-06-20,4.449999809265137,4.449999809265137,4.5960001945495605,4.429999828338623,4.539999961853027,863500
2024-06-21,4.550000190734863,4.550000190734863,4.599999904632568,4.445000171661377,4.519999980926514,2781900
2024-06-24,4.630000114440918,4.630000114440918,4.630000114440918,4.445000171661377,4.570000171661377,982300
2024-06-25,4.440000057220459,4.440000057220459,4.679999828338623,4.360000133514404,4.650000095367432,1099400
2024-06-26,4.460000038146973,4.460000038146973,4.505000114440918,4.199999809265137,4.440000057220459,954400
2024-06-27,4.599999904632568,4.599999904632568,4.840000152587891,4.385000228881836,4.440000057220459,839700
2024-06-28,4.670000076293945,4.670000076293945,4.800000190734863,4.46999979019165,4.599999904632568,13783700
2024-07-01,4.610000133514404,4.610000133514404,4.695000171661377,4.420000076293945,4.659999847412109,819500
2024-07-02,4.349999904632568,4.349999904632568,4.599999904632568,4.269999980926514,4.579999923706055,715700
2024-07-03,4.380000114440918,4.380000114440918,4.46999979019165,4.309999942779541,4.349999904632568,556300
2024-07-05,4.510000228881836,4.510000228881836,4.53000020980835,4.309999942779541,4.349999904632568,750000
2024-07-08,4.860000133514404,4.860000133514404,5.019999980926514,4.559999942779541,4.559999942779541,1150500
2024-07-09,5.010000228881836,5.010000228881836,5.070000171661377,4.840000152587891,4.900000095367432,538200
2024-07-10,5.239999771118164,5.239999771118164,5.244999885559082,4.869999885559082,5.070000171661377,619800
2024-07-11,5.380000114440918,5.380000114440918,5.579999923706055,5.260000228881836,5.28000020980835,820500
2024-07-12,5.550000190734863,5.550000190734863,5.75,5.369999885559082,5.489999771118164,711700
2024-07-15,5.940000057220459,5.940000057220459,6.03000020980835,5.5970001220703125,5.630000114440918,1100500
2024-07-16,5.630000114440918,5.630000114440918,6.059999942779541,5.570000171661377,5.809999942779541,1572500
2024-07-17,5.670000076293945,5.670000076293945,5.760000228881836,5.449999809265137,5.579999923706055,1109200
2024-07-18,5.260000228881836,5.260000228881836,5.820000171661377,5.25,5.670000076293945,651500
2024-07-19,5.139999866485596,5.139999866485596,5.349999904632568,5.084000110626221,5.309999942779541,512900
2024-07-22,5.090000152587891,5.090000152587891,5.329999923706055,5.010000228881836,5.170000076293945,572200
2024-07-23,5.349999904632568,5.349999904632568,5.440000057220459,5.019999980926514,5.050000190734863,846800
2024-07-24,5.239999771118164,5.239999771118164,5.360000133514404,5.139999866485596,5.329999923706055,483600
