Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ADPT,ADPT,ADPT,ADPT,ADPT,ADPT
Date,,,,,,
2024-05-28,3.6500000953674316,3.6500000953674316,3.6989998817443848,3.430000066757202,3.5,864000
2024-05-29,3.5799999237060547,3.5799999237060547,3.5899999141693115,3.4600000381469727,3.509999990463257,1950200
2024-05-30,3.609999895095825,3.609999895095825,3.680000066757202,3.490000009536743,3.630000114440918,1053300
2024-05-31,3.450000047683716,3.450000047683716,3.7799999713897705,3.430000066757202,3.630000114440918,4226200
2024-06-03,3.309999942779541,3.309999942779541,3.6600000858306885,3.305000066757202,3.490000009536743,1612800
2024-06-04,3.390000104904175,3.390000104904175,3.4149999618530273,3.0399999618530273,3.309999942779541,2033200
2024-06-05,3.8399999141693115,3.8399999141693115,3.9600000381469727,3.4100000858306885,3.450000047683716,2296000
2024-06-06,3.9000000953674316,3.9000000953674316,3.9600000381469727,3.75,3.7899999618530273,1167400
2024-06-07,3.609999895095825,3.609999895095825,3.880000114440918,3.609999895095825,3.809999942779541,1449400
2024-06-10,3.490000009536743,3.490000009536743,3.630000114440918,3.4200000762939453,3.5799999237060547,1422900
2024-06-11,3.450000047683716,3.450000047683716,3.4600000381469727,3.319999933242798,3.430000066757202,787600
2024-06-12,3.4600000381469727,3.4600000381469727,3.7300000190734863,3.434999942779541,3.5299999713897705,870400
2024-06-13,3.299999952316284,3.299999952316284,3.5299999713897705,3.2750000953674316,3.450000047683716,647300
2024-06-14,3.130000114440918,3.130000114440918,3.259999990463257,3.109999895095825,3.259999990463257,694200
2024-06-17,3.140000104904175,3.140000104904175,3.1549999713897705,3.0199999809265137,3.109999895095825,1110700
2024-06-18,3.0799999237060547,3.0799999237060547,3.190000057220459,3.0299999713897705,3.109999895095825,1603400
2024-06-20,3.200000047683716,3.200000047683716,3.240000009536743,2.990000009536743,3.049999952316284,1616200
2024-06-21,3.240000009536743,3.240000009536743,3.2899999618530273,3.1649999618530273,3.25,1963400
2024-06-24,3.2899999618530273,3.2899999618530273,3.380000114440918,3.2200000286102295,3.240000009536743,1705700
2024-06-25,3.390000104904175,3.390000104904175,3.424999952316284,3.265000104904175,3.309999942779541,1647000
2024-06-26,3.4100000858306885,3.4100000858306885,3.4489998817443848,3.3299999237060547,3.3499999046325684,1040900
2024-06-27,3.4600000381469727,3.4600000381469727,3.4800000190734863,3.259999990463257,3.3299999237060547,969400
2024-06-28,3.619999885559082,3.619999885559082,3.6500000953674316,3.4700000286102295,3.5,5474600
2024-07-01,3.5999999046325684,3.5999999046325684,3.7200000286102295,3.4809999465942383,3.700000047683716,2085200
2024-07-02,3.369999885559082,3.369999885559082,3.5999999046325684,3.3399999141693115,3.5999999046325684,1215700
2024-07-03,3.390000104904175,3.390000104904175,3.430000066757202,3.299999952316284,3.380000114440918,404500
2024-07-05,3.5399999618530273,3.5399999618530273,3.619999885559082,3.3299999237060547,3.380000114440918,965500
2024-07-08,3.609999895095825,3.609999895095825,3.6600000858306885,3.509999990463257,3.559999942779541,1230500
2024-07-09,3.5399999618530273,3.5399999618530273,3.625,3.4700000286102295,3.609999895095825,978400
2024-07-10,3.5,3.5,3.555000066757202,3.4700000286102295,3.5299999713897705,619300
2024-07-11,3.890000104904175,3.890000104904175,3.940000057220459,3.509999990463257,3.6500000953674316,2443800
2024-07-12,4.0,4.0,4.170000076293945,3.9100000858306885,3.9600000381469727,1375100
2024-07-15,4.03000020980835,4.03000020980835,4.135000228881836,3.940000057220459,4.019999980926514,1599900
2024-07-16,4.449999809265137,4.449999809265137,4.550000190734863,4.070000171661377,4.070000171661377,2452400
2024-07-17,4.349999904632568,4.349999904632568,4.650000095367432,4.275000095367432,4.400000095367432,1274000
2024-07-18,4.230000019073486,4.230000019073486,4.489999771118164,4.125,4.400000095367432,1018900
2024-07-19,4.039999961853027,4.039999961853027,4.269999980926514,4.019999980926514,4.21999979019165,874500
2024-07-22,4.159999847412109,4.159999847412109,4.170000076293945,3.944999933242798,4.059999942779541,1126300
2024-07-23,4.199999809265137,4.199999809265137,4.329999923706055,4.130000114440918,4.179999828338623,628600
2024-07-24,4.170000076293945,4.170000076293945,4.304999828338623,4.074999809265137,4.139999866485596,1676600
2024-07-25,4.329999923706055,4.329999923706055,4.519999980926514,4.119999885559082,4.190000057220459,1135700
2024-07-26,4.510000228881836,4.510000228881836,4.75,4.349999904632568,4.449999809265137,1376000
2024-07-29,4.440000057220459,4.440000057220459,4.579999923706055,4.335000038146973,4.5,1262100
2024-07-30,4.599999904632568,4.599999904632568,4.639999866485596,4.429999828338623,4.429999828338623,1035300
2024-07-31,4.550000190734863,4.550000190734863,4.809999942779541,4.460000038146973,4.659999847412109,2115400
2024-08-01,4.449999809265137,4.449999809265137,4.675000190734863,4.304999828338623,4.53000020980835,1916100
2024-08-02,4.300000190734863,4.300000190734863,4.650000095367432,3.990000009536743,4.050000190734863,2766900
2024-08-05,4.320000171661377,4.320000171661377,4.400000095367432,3.8450000286102295,3.890000104904175,2033100
2024-08-06,4.610000133514404,4.610000133514404,4.820000171661377,4.264999866485596,4.360000133514404,2537000
2024-08-07,4.190000057220459,4.190000057220459,4.769999980926514,4.190000057220459,4.699999809265137,1241100
2024-08-08,4.400000095367432,4.400000095367432,4.409999847412109,4.135000228881836,4.199999809265137,1176600
2024-08-09,4.46999979019165,4.46999979019165,4.559999942779541,4.260000228881836,4.449999809265137,1080800
2024-08-12,4.300000190734863,4.300000190734863,4.539999961853027,4.264999866485596,4.480000019073486,665900
2024-08-13,4.559999942779541,4.559999942779541,4.65500020980835,4.25,4.320000171661377,1683400
2024-08-14,4.400000095367432,4.400000095367432,4.659999847412109,4.301000118255615,4.610000133514404,1193400
2024-08-15,4.929999828338623,4.929999828338623,5.0,4.500999927520752,4.539999961853027,1805500
2024-08-16,4.829999923706055,4.829999923706055,5.039999961853027,4.784999847412109,4.860000133514404,1395000
2024-08-19,4.809999942779541,4.809999942779541,4.889999866485596,4.679999828338623,4.889999866485596,1664600
2024-08-20,4.590000152587891,4.590000152587891,4.829999923706055,4.554999828338623,4.800000190734863,1290500
2024-08-21,4.610000133514404,4.610000133514404,4.820000171661377,4.539999961853027,4.630000114440918,1320200
