Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ABVX,ABVX,ABVX,ABVX,ABVX,ABVX
Date,,,,,,
2024-05-28,13.729999542236328,13.729999542236328,14.029999732971191,13.0,13.84000015258789,34700
2024-05-29,13.119999885559082,13.119999885559082,13.6850004196167,13.100000381469727,13.550000190734863,23500
2024-05-30,13.34000015258789,13.34000015258789,13.670000076293945,13.09000015258789,13.1899995803833,20700
2024-05-31,14.0,14.0,14.0,13.079999923706055,13.350000381469727,21000
2024-06-03,13.479999542236328,13.479999542236328,13.829999923706055,13.399999618530273,13.829999923706055,42000
2024-06-04,13.329999923706055,13.329999923706055,13.84000015258789,13.09000015258789,13.300000190734863,39900
2024-06-05,13.529999732971191,13.529999732971191,13.9399995803833,13.5,13.630000114440918,12400
2024-06-06,13.949999809265137,13.949999809265137,14.0,13.319999694824219,13.800000190734863,10500
2024-06-07,14.295000076293945,14.295000076293945,14.5,13.899999618530273,13.899999618530273,6400
2024-06-10,13.949999809265137,13.949999809265137,14.704999923706055,13.640000343322754,14.09000015258789,12200
2024-06-11,14.09000015258789,14.09000015258789,14.520000457763672,13.850000381469727,14.359999656677246,21400
2024-06-12,14.430000305175781,14.430000305175781,14.430000305175781,13.980999946594238,14.079999923706055,27400
2024-06-13,13.619999885559082,13.619999885559082,14.140000343322754,13.40999984741211,13.470000267028809,38600
2024-06-14,13.579999923706055,13.579999923706055,13.994999885559082,12.5,13.149999618530273,55600
2024-06-17,13.550000190734863,13.550000190734863,14.0,12.710000038146973,13.069999694824219,139100
2024-06-18,13.319999694824219,13.319999694824219,13.899999618530273,13.319999694824219,13.539999961853027,21000
2024-06-20,13.720000267028809,13.720000267028809,14.223999977111816,13.6899995803833,13.925000190734863,24400
2024-06-21,13.399999618530273,13.399999618530273,13.859999656677246,13.399999618530273,13.859999656677246,10200
2024-06-24,13.75,13.75,13.989999771118164,13.229999542236328,13.760000228881836,22200
2024-06-25,13.300000190734863,13.300000190734863,13.600000381469727,13.15999984741211,13.59000015258789,146100
2024-06-26,12.960000038146973,12.960000038146973,13.279999732971191,12.829999923706055,13.100000381469727,22000
2024-06-27,12.75,12.75,13.430000305175781,12.75,12.789999961853027,12400
2024-06-28,13.220000267028809,13.220000267028809,13.479999542236328,12.390000343322754,12.609999656677246,59600
2024-07-01,13.5600004196167,13.5600004196167,14.149999618530273,13.265000343322754,13.5649995803833,43900
2024-07-02,13.5,13.5,13.850000381469727,13.270000457763672,13.710000038146973,37000
2024-07-03,13.069999694824219,13.069999694824219,13.53499984741211,13.029999732971191,13.53499984741211,8300
2024-07-05,13.0,13.0,13.430000305175781,12.968000411987305,13.430000305175781,12900
2024-07-08,13.100000381469727,13.100000381469727,13.640000343322754,13.100000381469727,13.600000381469727,127300
2024-07-09,13.239999771118164,13.239999771118164,13.710000038146973,13.130000114440918,13.5600004196167,84700
2024-07-10,13.199999809265137,13.199999809265137,13.550000190734863,13.142999649047852,13.300000190734863,80300
2024-07-11,13.350000381469727,13.350000381469727,13.725000381469727,13.260000228881836,13.550000190734863,278700
2024-07-12,13.630000114440918,13.630000114440918,13.779999732971191,13.364999771118164,13.640000343322754,46400
2024-07-15,13.75,13.75,14.074999809265137,13.579999923706055,13.579999923706055,66700
2024-07-16,13.4399995803833,13.4399995803833,14.15999984741211,13.039999961853027,13.539999961853027,157900
2024-07-17,13.279999732971191,13.279999732971191,13.725000381469727,13.125,13.5600004196167,29800
2024-07-18,12.850000381469727,12.850000381469727,13.350000381469727,12.6899995803833,13.229999542236328,152200
2024-07-19,12.399999618530273,12.399999618530273,12.899999618530273,12.34000015258789,12.8100004196167,34400
2024-07-22,12.119999885559082,12.119999885559082,12.614999771118164,12.119999885559082,12.539999961853027,37800
2024-07-23,12.039999961853027,12.039999961853027,12.430000305175781,11.819999694824219,12.319999694824219,63400
2024-07-24,11.850000381469727,11.850000381469727,12.109999656677246,11.609999656677246,11.930000305175781,98700
2024-07-25,11.819999694824219,11.819999694824219,12.109999656677246,11.699999809265137,11.979999542236328,48100
2024-07-26,11.859999656677246,11.859999656677246,12.300000190734863,11.619999885559082,12.010000228881836,57200
2024-07-29,11.8100004196167,11.8100004196167,12.069999694824219,11.539999961853027,11.920000076293945,49000
2024-07-30,11.829999923706055,11.829999923706055,12.279999732971191,11.550000190734863,12.130000114440918,106900
2024-07-31,11.8100004196167,11.8100004196167,12.02299976348877,11.65999984741211,11.850000381469727,70800
2024-08-01,11.760000228881836,11.760000228881836,12.079999923706055,11.640000343322754,11.880000114440918,27300
2024-08-02,11.970000267028809,11.970000267028809,11.970000267028809,11.59000015258789,11.789999961853027,61000
2024-08-05,11.050000190734863,11.050000190734863,11.680000305175781,10.880000114440918,11.609999656677246,76700
2024-08-06,10.930000305175781,10.930000305175781,11.489999771118164,10.899999618530273,11.489999771118164,149200
2024-08-07,11.260000228881836,11.260000228881836,11.59000015258789,10.800000190734863,11.239999771118164,252800
2024-08-08,11.229999542236328,11.229999542236328,11.520000457763672,10.949999809265137,11.210000038146973,150900
2024-08-09,11.1899995803833,11.1899995803833,11.399999618530273,11.0600004196167,11.289999961853027,100300
2024-08-12,10.989999771118164,10.989999771118164,11.35200023651123,10.944999694824219,11.270000457763672,111100
2024-08-13,10.960000038146973,10.960000038146973,11.239999771118164,10.850000381469727,10.989999771118164,76800
2024-08-14,10.989999771118164,10.989999771118164,11.109999656677246,10.869999885559082,11.0600004196167,22000
2024-08-15,11.020000457763672,11.020000457763672,11.260000228881836,10.800000190734863,11.079999923706055,41700
2024-08-16,10.850000381469727,10.850000381469727,11.09000015258789,10.770000457763672,10.970000267028809,94300
2024-08-19,11.119999885559082,11.119999885559082,11.15999984741211,10.859999656677246,10.920000076293945,38800
2024-08-20,11.380000114440918,11.380000114440918,11.789999961853027,10.970000267028809,11.199999809265137,103600
2024-08-21,11.550000190734863,11.550000190734863,11.84000015258789,11.270000457763672,11.270000457763672,58200
2024-08-22,11.65999984741211,11.65999984741211,11.75,11.4399995803833,11.65999984741211,24600
2024-08-23,11.600000381469727,11.600000381469727,11.84000015258789,11.5,11.550000190734863,70300
2024-08-26,11.630000114440918,11.630000114440918,11.779999732971191,11.520000457763672,11.710000038146973,11600
2024-08-27,11.960000038146973,11.960000038146973,12.100000381469727,11.550000190734863,11.699999809265137,80800
2024-08-28,12.260000228881836,12.260000228881836,12.420000076293945,11.930000305175781,11.949999809265137,70600
2024-08-29,12.699999809265137,12.699999809265137,12.944999694824219,12.430000305175781,12.430000305175781,110700
2024-08-30,12.710000038146973,12.710000038146973,13.170000076293945,12.630000114440918,12.710000038146973,92500
2024-09-03,12.40999984741211,12.40999984741211,13.100000381469727,12.100000381469727,12.710000038146973,99900
2024-09-04,12.260000228881836,12.260000228881836,12.600000381469727,12.0600004196167,12.600000381469727,79300
